"","feature","group","avgExpr","logFC","statistic","auc","pval","padj","pct_in","pct_out"
"35","GRM3","0",2.22968415181309,1.30606620601222,464171324.5,0.791968985636419,0,0,92.065868263473,44.4663274796214
"36","GPRC5B","0",1.7164145022472,1.08975446485812,464072207,0.7917998713853,0,0,86.6953592814371,37.4272844976932
"37","PHLDB1","0",1.64476731202596,1.06299702285158,462545523.5,0.78919504441934,0,0,85.1796407185629,35.1186242865219
"38","FGFR2","0",1.65037084573948,1.07560096662679,460045968,0.784930303515732,0,0,85.001871257485,32.8464358006456
"39","LPGAT1","0",1.77388874257394,1.0718663644376,459822490,0.784549005413867,0,0,85.3574101796407,44.9824023925452
"40","MYO1D","0",1.76217561681348,1.08162312919433,457946393.5,0.781348010083831,0,0,85.188997005988,40.3541404526141
"41","DOCK1","0",1.83489474646489,1.02651864595243,442537885,0.755058017137671,0,0,88.4824101796407,40.9249229534803
"42","FBXL7","0",2.05103079020423,1.01400726595694,418906672.5,0.714738448898199,0,0,86.9292664670659,44.8109852836588
"43","ST18","1",3.50946741399102,2.40798286901374,440175676,0.85029921986975,0,0,98.1826096419632,35.5421045157626
"44","RNF220","1",3.08892929440273,1.9928439971756,434852711,0.840016704879317,0,0,96.8440526716727,44.2381425731326
"45","PLP1","1",3.56069793779699,2.31572623922093,429106418,0.828916435778934,0,0,96.3108063989553,43.3701363249077
"46","TMEM144","1",2.55186451482925,1.69937913153687,424667058.5,0.820340805353659,0,0,91.9251278702797,36.5325901732462
"47","CLMN","1",2.2087497814389,1.48505218474858,420574071,0.812434271058505,0,0,88.1706388072696,35.0024850894632
"48","C10orf90","1",2.33714606489363,1.49723972461205,418433091,0.808298482274582,0,0,89.737729894439,38.3129792672536
"49","DOCK5","1",2.30248670209593,1.37496831900103,411686134.5,0.795265204514715,0,0,89.9553814343236,43.8689292814541
"50","ENPP2","1",2.08813932246812,1.41295633398497,411685004.5,0.795263021663252,0,0,86.2553052562847,30.5488497585913
"51","FRMD4B","1",2.37627657925152,1.42000871173674,408287083.5,0.7886991660642,0,0,89.9336162803352,43.0186736722522
"52","CREB5","1",2.22038255420901,1.33553107255857,407255369,0.786706175350923,0,0,86.5817825661117,44.0641863107072
"53","KCNH8","1",2.17136960560988,1.38271444476371,406473980.5,0.785196746120296,0,0,85.1779301338557,35.7125106503834
"54","ZNF536","1",2.38242391045081,1.3630957434239,404996214,0.782342104733661,0,0,90.8804004788334,44.3872479409259
"55","TSHZ2","10",3.15041352957861,2.8869491086715,144540320,0.982448001060558,0,0,99.1408934707904,14.7649413737994
"56","KHDRBS2","10",3.30199530547309,2.4676628678794,142222945,0.966696683805568,0,0,99.9570446735395,39.7724575533649
"57","IL1RAPL2","10",2.43977970740181,2.26249819703031,142008530,0.965239294004941,0,0,97.6374570446735,10.3960631042613
"58","DCC","10",3.17634470749122,2.47893476498043,140504205.5,0.955014322882894,0,0,99.7422680412371,32.8085193917433
"59","RORB","10",2.33413502370647,2.02105919564392,140400229,0.954307589256026,0,0,98.8831615120275,18.3173251894868
"60","FAM19A2","10",3.12915439132014,2.31958847864251,140245614.5,0.953256666534532,0,0,99.7852233676976,39.1838220168679
"61","RALYL","10",3.51558004714785,2.66217714344933,139362113,0.947251461325293,0,0,99.9570446735395,35.8165735715303
"62","SLC22A10","10",2.02228114813933,1.80459703163497,137597696.5,0.93525863148056,0,0,93.5137457044674,14.7665237273921
"63","FOXP2","10",1.89201771458246,1.68575244555834,136748548,0.929486925382023,0,0,95.3608247422681,11.3866164533127
"64","FSTL4","10",2.1981689845528,1.82463045874254,136731454.5,0.929370739981948,0,0,98.1099656357388,21.4503853030998
"65","KCNH5","10",1.59171996115139,1.42828767154664,136156469,0.925462533917967,0,0,91.9243986254295,13.0211877146067
"66","POU6F2","10",2.00260819133515,1.69311558143854,135998273.5,0.924387270954997,0,0,96.0051546391753,18.9834960520278
"67","TOX","10",2.34670547071397,1.85582503730328,135391282.5,0.920261521858747,0,0,96.9072164948454,28.0630409671345
"68","CNTN5","10",3.24818567424256,2.44160715413918,135326042.5,0.919818082217896,0,0,99.914089347079,34.325996487175
"69","OLFM3","10",2.22809159917924,1.79366016399677,135250373,0.919303752728268,0,0,97.8522336769759,24.0897510957799
"70","NELL2","10",2.32538004813479,1.77189397564918,135249717,0.919299293862475,0,0,98.5395189003437,30.8242479864551
"71","EFNA5","10",2.32666240690874,1.75967830519908,134884730,0.916818458421104,0,0,98.3247422680412,32.3338133139231
"72","VWC2L","10",1.66178892354588,1.51814870343714,134815659,0.916348979275899,0,0,89.733676975945,9.85015111476811
"73","SLC35F3","10",2.27516603300323,1.75244125168523,134440295,0.913797610830955,0,0,96.9931271477663,31.0552716109942
"74","HECW1","10",2.35018337380997,1.70088494636938,134356403.5,0.913227395983769,0,0,98.8831615120275,35.8308147538649
